NAME	PREFIX	SERIES	LEVEL	MAGIC_ID	MAG_P1_MIN	MAG_P1_MAX	MAG_P2_MIN	MAG_P2_MAX	MAG_P3_MIN	MAG_P3_MAX	BASE_VALUE	SWORD	BLADE	WAND	SPEAR	HAMMER	DUALBLADES	DARTS	KNIFE	CROSSBOW	ARMOR	RING	NECKLACE	AMULET	BOOT	BELT	HELM	CUFF	SACHET	PENDANT	METAL	WOOD	WATER	FIRE	EARTH	REMARK
hót Néi lùc	1		1	137	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	80	100	50	50	
hót Néi lùc	1		2	137	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	80	100	50	50	
hót Néi lùc	1		3	137	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	80	100	50	50	
hót Néi lùc	1		4	137	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	80	100	50	50	
hót Néi lùc	1		5	137	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	80	100	50	50	
hót Néi lùc	1		6	137	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	80	100	50	50	
hót Néi lùc	1		7	137	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	80	100	50	50	
hót Néi lùc	1		8	137	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	80	100	50	50	
hót Néi lùc	1		9	137	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	80	100	50	50	
hót Néi lùc	1		10	137	10	10	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	80	80	100	50	50	
T¨ng Sinh lùc 	1		1	85	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	80000	100000	80000	100000	0	0	100	100	100	100	100	
T¨ng Sinh lùc 	1		2	85	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	100000	150000	100000	150000	0	0	100	100	100	100	100	
T¨ng Sinh lùc 	1		3	85	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	150000	200000	150000	200000	0	0	100	100	100	100	100	
T¨ng Sinh lùc 	1		4	85	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	200000	300000	200000	300000	0	0	100	100	100	100	100	
T¨ng Sinh lùc 	1		5	85	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	400000	500000	400000	500000	0	0	100	100	100	100	100	
T¨ng Sinh lùc 	1		6	85	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	1000000	1200000	1000000	1500000	0	0	100	100	100	100	100	
T¨ng Sinh lùc 	1		7	85	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	2000000	3000000	2000000	3000000	0	0	100	100	100	100	100	
T¨ng Sinh lùc 	1		8	85	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	4500000	6000000	4500000	6000000	0	0	100	100	100	100	100	
T¨ng Sinh lùc 	1		9	85	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	7500000	10000000	7500000	10000000	0	0	100	100	100	100	100	
T¨ng Sinh lùc 	1		10	85	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	18000000	30000000	18000000	30000000	0	0	100	100	100	100	100	
T¨ng Néi lùc 	1		1	89	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	80000	100000	80000	100000	0	0	100	100	100	100	100	
T¨ng Néi lùc 	1		2	89	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	100000	150000	100000	150000	0	0	100	100	100	100	100	
T¨ng Néi lùc 	1		3	89	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	150000	200000	150000	200000	0	0	100	100	100	100	100	
T¨ng Néi lùc 	1		4	89	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	200000	300000	200000	300000	0	0	100	100	100	100	100	
T¨ng Néi lùc 	1		5	89	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	300000	500000	300000	500000	0	0	100	100	100	100	100	
T¨ng Néi lùc 	1		6	89	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	900000	1000000	900000	1000000	0	0	100	100	100	100	100	
T¨ng Néi lùc 	1		7	89	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	1800000	2400000	1800000	2400000	0	0	100	100	100	100	100	
T¨ng Néi lùc 	1		8	89	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	3500000	4500000	3500000	4500000	0	0	100	100	100	100	100	
T¨ng Néi lùc 	1		9	89	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	6000000	9000000	6000000	9000000	0	0	100	100	100	100	100	
T¨ng Néi lùc 	1		10	89	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	12000000	15000000	12000000	15000000	0	0	100	100	100	100	100	
T¨ng thÓ lùc 	1		1	93	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	50000	50000	50000	50000	0	0	100	100	100	100	100	
T¨ng thÓ lùc 	1		2	93	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	80000	80000	80000	80000	0	0	100	100	100	100	100	
T¨ng thÓ lùc 	1		3	93	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	100000	120000	100000	120000	0	0	100	100	100	100	100	
T¨ng thÓ lùc 	1		4	93	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	120000	150000	120000	150000	0	0	100	100	100	100	100	
T¨ng thÓ lùc 	1		5	93	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	160000	240000	160000	240000	0	0	100	100	100	100	100	
T¨ng thÓ lùc 	1		6	93	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	300000	450000	300000	450000	0	0	100	100	100	100	100	
T¨ng thÓ lùc 	1		7	93	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	600000	900000	600000	900000	0	0	100	100	100	100	100	
T¨ng thÓ lùc 	1		8	93	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	1200000	1500000	1200000	1500000	0	0	100	100	100	100	100	
T¨ng thÓ lùc 	1		9	93	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	3000000	4500000	3000000	4500000	0	0	100	100	100	100	100	
T¨ng thÓ lùc 	1		10	93	200	200	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	10000000	12000000	10000000	12000000	0	0	100	100	100	100	100	
T¨ng tèc ®é håi phôc Sinh lùc	1		1	88	6	6	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	300000	400000	300000	400000	0	0	60	100	100	80	60	
T¨ng tèc ®é håi phôc Sinh lùc	1		2	88	6	6	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	300000	400000	300000	400000	0	0	60	100	100	80	60	
T¨ng tèc ®é håi phôc Sinh lùc	1		3	88	6	6	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	500000	650000	500000	650000	0	0	60	100	100	80	60	
T¨ng tèc ®é håi phôc Sinh lùc	1		4	88	6	6	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	500000	650000	500000	650000	0	0	60	100	100	80	60	
T¨ng tèc ®é håi phôc Sinh lùc	1		5	88	6	6	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	1000000	1200000	1000000	1200000	0	0	60	100	100	80	60	
T¨ng tèc ®é håi phôc Sinh lùc	1		6	88	6	6	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	1000000	1200000	1000000	1200000	0	0	60	100	100	80	60	
T¨ng tèc ®é håi phôc Sinh lùc	1		7	88	6	6	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	3000000	3500000	3000000	3500000	0	0	60	100	100	80	60	
T¨ng tèc ®é håi phôc Sinh lùc	1		8	88	6	6	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	3000000	3500000	3000000	3500000	0	0	60	100	100	80	60	
T¨ng tèc ®é håi phôc Sinh lùc	1		9	88	6	6	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	6000000	8000000	6000000	8000000	0	0	60	100	100	80	60	
T¨ng tèc ®é håi phôc Sinh lùc	1		10	88	6	6	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	5000000000	0	0	0	12000000	15000000	12000000	15000000	0	0	60	100	100	80	60	
T¨ng tèc ®é håi phôc Néi lùc	1		1	92	4	4	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	100	100	80	80	
T¨ng tèc ®é håi phôc Néi lùc	1		2	92	4	4	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	100	100	80	80	
T¨ng tèc ®é håi phôc Néi lùc	1		3	92	4	4	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	100	100	80	80	
T¨ng tèc ®é håi phôc Néi lùc	1		4	92	4	4	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	100	100	80	80	
T¨ng tèc ®é håi phôc Néi lùc	1		5	92	4	4	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	100	100	80	80	
T¨ng tèc ®é håi phôc Néi lùc	1		6	92	4	4	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	100	100	80	80	
T¨ng tèc ®é håi phôc Néi lùc	1		7	92	4	4	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	100	100	80	80	
T¨ng tèc ®é håi phôc Néi lùc	1		8	92	4	4	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	100	100	80	80	
T¨ng tèc ®é håi phôc Néi lùc	1		9	92	4	4	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	100	100	80	80	
T¨ng tèc ®é håi phôc Néi lùc	1		10	92	4	4	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	100	100	80	80	
T¨ng tèc ®é håi phôc ThÓ lùc	1		1	96	9	9	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng tèc ®é håi phôc ThÓ lùc	1		2	96	9	9	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng tèc ®é håi phôc ThÓ lùc	1		3	96	9	9	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng tèc ®é håi phôc ThÓ lùc	1		2	96	9	9	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng tèc ®é håi phôc ThÓ lùc	1		5	96	9	9	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng tèc ®é håi phôc ThÓ lùc	1		6	96	9	9	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng tèc ®é håi phôc ThÓ lùc	1		7	96	9	9	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng tèc ®é håi phôc ThÓ lùc	1		8	96	9	9	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng tèc ®é håi phôc ThÓ lùc	1		9	96	9	9	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
T¨ng tèc ®é håi phôc ThÓ lùc	1		10	96	9	9	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	
t¨ng søc m¹nh	0	0	1	97	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng søc m¹nh	0	0	2	97	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng søc m¹nh	0	0	3	97	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng søc m¹nh	0	0	4	97	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng søc m¹nh	0	0	5	97	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng søc m¹nh	0	0	6	97	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng søc m¹nh	0	0	7	97	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng søc m¹nh	0	0	8	97	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng søc m¹nh	0	0	9	97	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng søc m¹nh	0	0	10	97	20	20	-1	-1	0	0	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng s¸t th­¬ng VËt lý 	0	0	1	121	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng s¸t th­¬ng VËt lý 	0	0	2	121	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng s¸t th­¬ng VËt lý 	0	0	3	121	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng s¸t th­¬ng VËt lý 	0	0	4	121	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng s¸t th­¬ng VËt lý 	0	0	5	121	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng s¸t th­¬ng VËt lý 	0	0	6	121	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng s¸t th­¬ng VËt lý 	0	0	7	121	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng s¸t th­¬ng VËt lý 	0	0	8	121	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng s¸t th­¬ng VËt lý 	0	0	9	121	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
t¨ng s¸t th­¬ng VËt lý 	0	0	10	121	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	
T¨ng s¸t §éc s¸t	0	1	1	125	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	
T¨ng s¸t §éc s¸t	0	1	2	125	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	
T¨ng s¸t §éc s¸t	0	1	3	125	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	
T¨ng s¸t §éc s¸t	0	1	4	125	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	
T¨ng s¸t §éc s¸t	0	1	5	125	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	
T¨ng s¸t §éc s¸t	0	1	6	125	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	
T¨ng s¸t §éc s¸t	0	1	7	125	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	
T¨ng s¸t §éc s¸t	0	1	8	125	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	
T¨ng s¸t §éc s¸t	0	1	9	125	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	
T¨ng s¸t §éc s¸t	0	1	10	125	50	50	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	
T¨ng s¸t B¨ng s¸t	0	2	1	123	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	
T¨ng s¸t B¨ng s¸t	0	2	2	123	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	
T¨ng s¸t B¨ng s¸t	0	2	3	123	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	
T¨ng s¸t B¨ng s¸t	0	2	4	123	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	
T¨ng s¸t B¨ng s¸t	0	2	5	123	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	
T¨ng s¸t B¨ng s¸t	0	2	6	123	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	
T¨ng s¸t B¨ng s¸t	0	2	7	123	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	
T¨ng s¸t B¨ng s¸t	0	2	8	123	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	
T¨ng s¸t B¨ng s¸t	0	2	9	123	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	
T¨ng s¸t B¨ng s¸t	0	2	10	123	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	
T¨ng Ho¶ s¸t	0	3	1	122	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
T¨ng Ho¶ s¸t	0	3	2	122	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
T¨ng Ho¶ s¸t	0	3	3	122	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
T¨ng Ho¶ s¸t	0	3	4	122	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
T¨ng Ho¶ s¸t	0	3	5	122	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
T¨ng Ho¶ s¸t	0	3	6	122	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
T¨ng Ho¶ s¸t	0	3	7	122	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
T¨ng Ho¶ s¸t	0	3	8	122	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
T¨ng Ho¶ s¸t	0	3	9	122	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
T¨ng Ho¶ s¸t	0	3	10	122	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
T¨ng L«i s¸t	0	4	1	124	100	100	-1	-1	0	0	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	5000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	
