TitleName	TitleId	Color	SpeicalGraphic	FaceId	AuraSkill	AuraSkillLevel	ExtSkill1	ExtSkillLevel1	ExtSkill2	ExtSkillLevel2	ExtSkill3	ExtSkillLevel3	ExtSkill4	ExtSkillLevel4	ExtSkill5	ExtSkillLevel5	Memo	TitlePriority
NhÊt §¹i T«ng s­ 	239		157	0	0	0	976	3	977	20	990	3	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
TuyÖt ThÕ Cao Thñ	240		151	0	0	0	0	0	977	20	990	3	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vang Danh Giang Hå	241		81	0	0	0	976	4	978	3	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
HiÖp Danh ViÔn B¸	242		0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vâ L©m T©n Tó	243		0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Míi nhËp giang hå 	244		115	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vâ L©m Minh Chñ	245		164	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vâ L©m Minh Chñ	3000		162	0	0	0	976	10	977	20	990	10	0	0	0	0	2011VLMC	
ThËp §¹i Cao Thñ	3001		162	0	0	0	976	6	977	20	990	6	0	0	0	0	2011VLMC	
§Ö NhÊt Chñ So¸i	246		0	0	0	0	0	4	0	0	0	0	0	0	0	0	Danh hiÖu §Ö NhÊt Chñ So¸i	
ÎôÈ?´óÏÀ	247		176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈ?´óÏÀ»î¶¯1	
ÎäÁÖ??½¾	248		176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈ?´óÏÀ»î¶¯2	
½­º?ºÀÏÀ	249		176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈ?´óÏÀ»î¶¯3	
½£?«¾ÅÖ?	250		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ö?Ô½Çø·?Ñ¡°Î	
³?¿ú?Å¾¶	251		0	0	0	0	0	0	0	0	0	0	0	0	0	0	³?¿ú?Å¾¶	
Ö?Ô½Ñ¡²¦ÈüµÚ?»°ï	252		187	0	0	0	0	3	0	0	0	0	0	0	0	0	Ö?Ô½Ñ¡²¦ÈüµÚ?»°ï	
Ö?Ô½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	253		187	0	0	0	0	3	0	0	0	0	0	0	0	0	Ö?Ô½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	
µÚ¶?½?Ö?Ô½¶Ô¿¹ÈüÁúÖ®¶Ó	254		186	0	0	0	0	0	0	0	0	0	0	0	0	0	Ö?Ô½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	
Thiªn H¹ V« Song	255		193	0	0	0	1260	3	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½?ÖÜ»?·ÖµÚ?»?û³ÆºÅ	
Th©n Thñ BÊt Phµm	256		194	0	0	0	1260	2	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½?ÖÜ»?·ÖµÚ¶??û³ÆºÅ	
Vang Danh Tø Ph­¬ng	257		195	0	0	0	1260	1	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½?ÖÜ»?·ÖµÚÈ??û³ÆºÅ	
Vâ Häc Kú Tµi	258		196	0	0	0	1261	10	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½?ÖÜ»?·ÖµÚËÄ?û³ÆºÅ	
?ÖµÜÎ?Ê?	259		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
½£ÏÀÇéÔµ200¼¶µÚ?»ÈË	260		197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔ?¼«£¨µÚ?»¸ö200×ª×¨Ó?£©	
½­º?¶ùÅ®	261		172	0	0	0	1277	2	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·1	
ËÄº£ÏÀ¿Í	262		173	0	0	0	1277	3	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·2	
ÎäÁÖºÀÏÀ	263		174	0	0	0	1277	4	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·3	
??ÏÂÖÁ×?	264		175	0	0	0	1277	5	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·4	
?»ÈËµ?µÀ	265		0	0	0	0	1281	1	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
¶?Áú?Ú·É	266		0	0	0	0	1281	2	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
È?Ñô¿ª?©	267		0	0	0	0	1281	3	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
ËÄ·½·øê£	268		0	0	0	0	1281	4	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Îå¸£ÁÙ?Å	269		0	0	0	0	1281	5	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
ÁùºÏÍ¬·ç	270		0	0	0	0	1281	6	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Æß?Ç¸ß??	271		0	0	0	0	1281	7	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
°Ë?æÍ?·ç	272		0	0	0	0	1281	8	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
¾Å×ª¹¦³É	273		0	0	0	0	1281	9	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Ê®È«Ê®?À	274		0	0	0	0	1281	10	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
ÎèÉ×	275		0	0	0	0	1282	1	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Kim Thoa	276		0	0	0	0	1282	2	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
¶¹?¢	277		0	0	0	0	1282	3	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
B¹ch Ngäc 	278		0	0	0	0	1282	4	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
??Àî	279		0	0	0	0	1282	5	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
»¨?Å	280		0	0	0	0	1282	6	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
È?¹Ú	281		0	0	0	0	1282	7	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
¶øÁ¢	282		0	0	0	0	1282	8	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
²»»ó	283		0	0	0	0	1282	9	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
ÄêÄêÓ?Óà	284		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
´ó¸»´ó¹ó	285		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
Åô³?Í?Àï	286		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
´ó?¹ºêÍ¼	287		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
?Ø¼?ÍÅÔ²	288		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
ËêËêÆ½°²	289		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
²½²½¸ßÉ?	290		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
ºè°¸Æë?¼	291		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
´»?æ²¢?¯	292		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
Tµi Léc gÆt hoµi kh«ng hÕt	293		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
´ó¼ª´óÀû	294		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
Áú·ï³ÊÏé	295		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
½?ÓñÂú??	296		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
¸£Èç¶«º£	297		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
ÊÙ±ÈÄÏÉ½	298		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
§éc C« V« §?ch	299		0	0	0	0	0	0	0	0	0	0	0	0	0	0	§éc C« V« §?ch	
2012ÏßÏÂ°ï»á¼û?æ¼ÍÄî	300		199	0	0	0	1174	4	0	0	0	0	0	0	0	0	2012ÏßÏÂ°ï»á¼û?æ¼ÍÄî	
??ÏÂµÚ?»¡¤Î?Ë«Í?°ï	301		200	0	0	0	0	0	0	0	0	0	0	0	0	0	2012Äê??ÏÂµÚ?»°ï¹â»·	
¶À²½½­º?¡¤¸ÇÊÀ?ÛÊ¨	302		201	0	0	0	0	0	0	0	0	0	0	0	0	0	2012Äê??ÏÂµÚ?»°ï¹â»·	
2012??ÏÂµÚ?»°ï16Ç¿	303		202	0	0	0	0	0	0	0	0	0	0	0	0	0	2012Äê??ÏÂµÚ?»°ï¹â»·	
µÇ·åÔ?¼«	304		197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔ?¼«(200×ªÍæ¼?½±Àø)	
Î¢?ÅºÀÏÀ	305		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢?Å»î¶¯	
Tèng binh	306		0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Tèng HiÖu óy	307		0	0	0	0	1313	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Tèng Thèng lÜnh	308		0	0	0	0	1314	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Tèng Phã t­íng	309		0	0	0	0	1315	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Tèng §¹i t­íng	310		0	0	0	0	1316	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Kim binh	311		0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Kim HiÖu óy	312		0	0	0	0	1313	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Kim Thèng LÜnh	313		0	0	0	0	1314	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Kim Phã t­íng	314		0	0	0	0	1315	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Kim §¹i t­íng	315		0	0	0	0	1316	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
ÍÀÀÇ¸ßÊÖ	316		0	0	0	0	1281	8	1282	8	0	0	0	0	0	0	¶ñÀÇÀ´Ï®³ÆºÅ	
½?¸ê?úÂí	317		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?Â·?³ÆºÅ	
??Ô¶´ó½«¾ü	318		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
?ûÍ?½«¾ü	319		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
¶¨Ô¶½«¾ü	320		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ÓÎÆï½«¾ü	321		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Chiªu Vâ HiÖu óy	322		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ÈÊÓÂ?£Î¾	323		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
…”•B¸ Chñ ThÊt Thµnh•“…      	324		154	0	0	0	0	0	0	0	0	0	0	0	0	0		
Thiªn H¹ §Ö NhÊt Bang 	325		83	0	0	0	0	0	0	0	0	0	0	0	0	0		
Thiªn H¹ §Ö NhÊt - Bang V« Song V­¬ng	301	16762880	200	0	0	0	0	0	0	0	0	0	0	0	0	0		
§éc Bé Giang Hå - C¸i ThÕ Hïng S­	302		201	0	0	0	0	0	0	0	0	0	0	0	0	0		
16 C­êng Thiªn H¹ §Ö NhÊt Bang n¨m 2012	303		202	0	0	0	0	0	0	0	0	0	0	0	0	0		
§¨ng Phong T¹o Cùc	304		197	0	0	0	0	0	0	0	0	0	0	0	0	0		
Hµo HiÖp Wechat	305		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tèng binh	306		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tèng HiÖu óy	307		0	0	0	0	1313	1	0	0	0	0	0	0	0	0		
Tèng Thèng lÜnh	308		0	0	0	0	1314	1	0	0	0	0	0	0	0	0		
Tèng Phã t­íng	309		0	0	0	0	1315	1	0	0	0	0	0	0	0	0		
Tèng §¹i t­íng	310		0	0	0	0	1316	1	0	0	0	0	0	0	0	0		
Kim binh	311		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Kim HiÖu óy	312		0	0	0	0	1313	1	0	0	0	0	0	0	0	0		
Kim Thèng LÜnh	313		0	0	0	0	1314	1	0	0	0	0	0	0	0	0		
Kim Phã t­íng	314		0	0	0	0	1315	1	0	0	0	0	0	0	0	0		
Kim §¹i t­íng	315		0	0	0	0	1316	1	0	0	0	0	0	0	0	0		
Cao Thñ §å Long	316	16762880	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0		
Kim Qua ThiÕt M·	317		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ChÊn ViÔn §¹i T­íng Qu©n	318	16762880	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tuyªn Uy T­íng Qu©n	319		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
§Þnh ViÔn T­íng Qu©n	320		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Du Kú T­íng Qu©n	321		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Chiªu Vâ HiÖu óy	322		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Nh©n Dòng T­íng Qu©n	323		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2013¹ãÖÝÓ¢ÐÛ¾ÛÊ×	324		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
§éc B¸ Thiªn H¹	325	255,127,0	205	0	0	0	1418	10	0	0	0	0	0	0	0	0		
Uy M·nh V« Song	326	255,127,0	206	0	0	0	1418	9	0	0	0	0	0	0	0	0		
Lùc ¸p QuÇn Hïng	327	255,215,0	207	0	0	0	1418	8	0	0	0	0	0	0	0	0		
Tø TuyÖt chiÕn tr­êng	328	"34,139,34"	208	0	0	0	1418	7	0	0	0	0	0	0	0	0		
Ngò TuyÖt chiÕn tr­êng	329	"34,139,34"	209	0	0	0	1418	6	0	0	0	0	0	0	0	0		
Lôc TuyÖt chiÕn tr­êng	330	"34,139,34"	210	0	0	0	1418	5	0	0	0	0	0	0	0	0		
ThÊt TuyÖt chiÕn tr­êng 	331	"34,139,34"	211	0	0	0	1418	4	0	0	0	0	0	0	0	0		
B¸t TuyÖt chiÕn tr­êng	332	"34,139,34"	212	0	0	0	1418	3	0	0	0	0	0	0	0	0		
Cöu TuyÖt chiÕn tr­êng	333	"34,139,34"	213	0	0	0	1418	2	0	0	0	0	0	0	0	0		
ThËp TuyÖt chiÕn tr­êng	334	"34,139,34"	214	0	0	0	1418	1	0	0	0	0	0	0	0	0		
Hoa S¬n tuyÖt ®Ønh	335	16762880	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0		
Gi¸p Qu¸n QuÇn Hïng - Kiªu Dòng TuyÖt Lu©n	336	16762880	143	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vâ Lùc Kinh ThÕ - TuyÖt TrÊn Nhung Ngò	337		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Hõng T­ Anh Ph¸t - BÊt Phµm ChiÕn L÷	338		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Duyªn Khiªn Hoa S¬n	339		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Hoa S¬n LuËn KiÕm	340		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Phó Kh¶ §Þch Quèc	341		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Ph¸ Qu©n	342		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vâ Khóc	343		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tham Lang	344		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
HuyÕt Dôc	404		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ChiÕn Thiªn	405		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Th­¬ng Hång	406		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Lang H¹o	407		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
TriÖu M·nh	408		200	0	0	0	0	0	0	0	0	0	0	0	0	0		
Th­¬ng H©n	414		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tèng binh	415		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Kim binh	416		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Thiªn H¹ V« §Þch	421		195	0	0	0	1916	10	1484	30	1483	10	0	0	0	0		
Thiªn H¹ ThËp C­êng	422		196	0	0	0	1916	5	1484	20	1483	10	0	0	0	0		
T©n thñ 	423		83	0	0	0	1481	20	1917	20	1484	20	1483	20	0	0		
